HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.C1,Input.C2,Input.C3,Input.C4,Input.C5,Input.C6,Input.C7,Input.C8,Input.C9,Input.C10,Input.C11,Input.C12,Input.C13,Input.C14,Input.C15,Input.C16,Input.C17,Input.C18,Input.C19,Input.C20,Input.C21,Input.C22,Input.C23,Input.C24,Input.C25,Answer.Q5FreeTextInput,Approve,Reject
3E24UO25Q0R08YBJKTAH274LEQP6O5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3UN61F00HXQ98R1FX4MITGRCEKNR59,AF1MN25P3XFLG,Approved,Fri Oct 21 17:26:43 PDT 2016,Fri Oct 21 17:27:49 PDT 2016,Sun Oct 23 17:27:49 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,66,84% (16/19),84% (16/19),84% (16/19),USR:How many engines does the Boeing 777 aircraft have?,SYS:2,USR:What is the non-stop distance record established by it?,"SYS:11,664 miles",USR:How many versions of the it are there?,SYS:3,USR:Where is the it built?,SYS:USA,Suggested answer:,(1)How many engines does the Boeing 777 aircraft have?,Answer:Two,(2)What is the non-stop distance record established by the Boeing 777?,"Answer:11,664 nautical miles",(3)How many versions of the Boeing 777 are there?,Answer:three,(4)Where is the Boeing 777 built?,"Answer:Everett, Wash.",,,,,,,,,1110|3|4|4|4|4,,
3E24UO25Q0R08YBJKTAH274LEQP6O5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3BWI6RSP7HAZMRATZRHFST6PQ17E7D,A4OP2EVJZF1PD,Rejected,Fri Oct 21 21:47:17 PDT 2016,Fri Oct 21 21:48:52 PDT 2016,Sun Oct 23 21:48:52 PDT 2016,,Sat Oct 22 12:48:19 PDT 2016,Your answer format isn't correct,95,50% (3/6),50% (3/6),50% (3/6),USR:How many engines does the Boeing 777 aircraft have?,SYS:2,USR:What is the non-stop distance record established by it?,"SYS:11,664 miles",USR:How many versions of the it are there?,SYS:3,USR:Where is the it built?,SYS:USA,Suggested answer:,(1)How many engines does the Boeing 777 aircraft have?,Answer:Two,(2)What is the non-stop distance record established by the Boeing 777?,"Answer:11,664 nautical miles",(3)How many versions of the Boeing 777 are there?,Answer:three,(4)Where is the Boeing 777 built?,"Answer:Everett, Wash.",,,,,,,,,11111|1|1|1|1|1,,
3E24UO25Q0R08YBJKTAH274LEQP6O5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3N8OEVH1FSRSJOFHAR1D8RMYKSGOOA,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 20:10:06 PDT 2016,Fri Oct 21 20:12:02 PDT 2016,Sun Oct 23 20:12:02 PDT 2016,,Sat Oct 22 11:45:59 PDT 2016,The format of your answer is wrong,116,0% (0/17),0% (0/17),0% (0/17),USR:How many engines does the Boeing 777 aircraft have?,SYS:2,USR:What is the non-stop distance record established by it?,"SYS:11,664 miles",USR:How many versions of the it are there?,SYS:3,USR:Where is the it built?,SYS:USA,Suggested answer:,(1)How many engines does the Boeing 777 aircraft have?,Answer:Two,(2)What is the non-stop distance record established by the Boeing 777?,"Answer:11,664 nautical miles",(3)How many versions of the Boeing 777 are there?,Answer:three,(4)Where is the Boeing 777 built?,"Answer:Everett, Wash.",,,,,,,,,1|5|5|5|5|5,,
3E24UO25Q0R08YBJKTAH274LEQP6O5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3LYA37P8IROPA35T8U4YVQ5QTQSKBR,AZ0SKMR3C0GU7,Rejected,Sat Oct 22 12:03:01 PDT 2016,Sat Oct 22 12:05:15 PDT 2016,Mon Oct 24 12:05:15 PDT 2016,,Sat Oct 22 12:48:19 PDT 2016,Your answer format isn't correct,134,0% (0/1),0% (0/1),0% (0/1),USR:How many engines does the Boeing 777 aircraft have?,SYS:2,USR:What is the non-stop distance record established by it?,"SYS:11,664 miles",USR:How many versions of the it are there?,SYS:3,USR:Where is the it built?,SYS:USA,Suggested answer:,(1)How many engines does the Boeing 777 aircraft have?,Answer:Two,(2)What is the non-stop distance record established by the Boeing 777?,"Answer:11,664 nautical miles",(3)How many versions of the Boeing 777 are there?,Answer:three,(4)Where is the Boeing 777 built?,"Answer:Everett, Wash.",,,,,,,,,"|yes,absolutely|not at all|absolutely|yes|yes absolutely",,
3E24UO25Q0R08YBJKTAH274LEQP6O5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3D4CH1LGEBU1KOUDKJ5N6SI7YAY9GV,A30TAZ03UO7ERS,Approved,Sat Oct 22 15:26:44 PDT 2016,Sat Oct 22 15:30:35 PDT 2016,Mon Oct 24 15:30:35 PDT 2016,Sat Oct 22 15:48:24 PDT 2016,,,231,100% (4/4),100% (4/4),100% (4/4),USR:How many engines does the Boeing 777 aircraft have?,SYS:2,USR:What is the non-stop distance record established by it?,"SYS:11,664 miles",USR:How many versions of the it are there?,SYS:3,USR:Where is the it built?,SYS:USA,Suggested answer:,(1)How many engines does the Boeing 777 aircraft have?,Answer:Two,(2)What is the non-stop distance record established by the Boeing 777?,"Answer:11,664 nautical miles",(3)How many versions of the Boeing 777 are there?,Answer:three,(4)Where is the Boeing 777 built?,"Answer:Everett, Wash.",,,,,,,,,1111|4|5|4|5|4,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3EWIJTFFVP8L4GA9ESW6DEW2INT0ER,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 19:40:05 PDT 2016,Fri Oct 21 19:40:18 PDT 2016,Sun Oct 23 19:40:18 PDT 2016,,Sat Oct 22 11:46:03 PDT 2016,The format of your answer is wrong,13,0% (0/17),0% (0/17),0% (0/17),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,1|5|5|5|5|5,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3BDCF01OGYVW7HGM3MUJI1G63X5LYW,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 18:49:22 PDT 2016,Fri Oct 21 18:49:42 PDT 2016,Sun Oct 23 18:49:42 PDT 2016,,Sat Oct 22 11:46:03 PDT 2016,The format of your answer is wrong,20,0% (0/18),0% (0/18),0% (0/18),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|no|yes|yes|yes|yes,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3M0NZ3JDP2ZIAIN67LGVFJTBN3R5Z5,A1RV5A8RH1T47O,Approved,Sat Oct 22 12:51:42 PDT 2016,Sat Oct 22 12:52:14 PDT 2016,Mon Oct 24 12:52:14 PDT 2016,Sat Oct 22 13:34:38 PDT 2016,,,32,100% (10/10),100% (10/10),100% (10/10),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|4|4|4|5|4,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3RKNTXVS3NZZDRBYHOHMTYWOEMGA4V,A1MZ9HW20WMEG6,Approved,Sat Oct 22 11:50:25 PDT 2016,Sat Oct 22 11:51:14 PDT 2016,Mon Oct 24 11:51:14 PDT 2016,Sat Oct 22 12:49:48 PDT 2016,,,49,100% (18/18),100% (18/18),100% (18/18),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|3|3|2|4|3,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3L2IS5HSFBJ5E8Z25YD9S8EIC4XNU5,A6P78Q5ZA6V6M,Approved,Fri Oct 21 19:29:42 PDT 2016,Fri Oct 21 19:30:41 PDT 2016,Sun Oct 23 19:30:41 PDT 2016,Sat Oct 22 12:49:48 PDT 2016,,,59,100% (5/5),100% (5/5),100% (5/5),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|1|2|2|3|3,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,3H0W84IWBL394AU885FLXAXPRDMREA,AF1MN25P3XFLG,Approved,Fri Oct 21 17:29:36 PDT 2016,Fri Oct 21 17:31:04 PDT 2016,Sun Oct 23 17:31:04 PDT 2016,Sat Oct 22 12:49:48 PDT 2016,,,88,84% (16/19),84% (16/19),84% (16/19),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|3|3|3|3|3,,
3WYZV0QBFKET8J66HBELW0H64V5BX0,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:03 PDT 2016,,,32UTUBMZ7HX3QEZ57YI5XZG79MMBVN,A3LXDRJWO7NNOB,Approved,Fri Oct 21 17:08:39 PDT 2016,Fri Oct 21 17:12:54 PDT 2016,Sun Oct 23 17:12:54 PDT 2016,Sat Oct 22 12:49:47 PDT 2016,,,255,93% (13/14),93% (13/14),93% (13/14),USR:What is Australia's signature grape?,SYS:shiraz,USR:Where does Australia rank in exports of wine?,SYS:U.S,USR:What winery produces Yellowtail?,SYS:Casella Wines,Suggested answer:,(1)What is Australia's signature grape?,Answer:shiraz,(2) Where does Australia rank in exports of wine?,Answer:Fourth,(3)What winery produces Yellowtail?,Answer:Casella Wines,,,,,,,,,,,,,101|3|3|3|5|4,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3QY7M81QH8N28R23VDSIQOJUAY3K73,A4OP2EVJZF1PD,Approved,Fri Oct 21 21:51:56 PDT 2016,Fri Oct 21 21:52:11 PDT 2016,Sun Oct 23 21:52:11 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,15,50% (3/6),50% (3/6),50% (3/6),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,01110|0|1|1|1|0,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,33FOTY3KENM6E7BDEKUB1VF923J1CZ,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 18:47:43 PDT 2016,Fri Oct 21 18:48:22 PDT 2016,Sun Oct 23 18:48:22 PDT 2016,,Sat Oct 22 11:46:00 PDT 2016,The format of your answer is wrong,39,0% (0/18),0% (0/18),0% (0/18),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,10011|no|yes|yes|yes|yes,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3QJOXOW4XKSI7UHG3XJ4BB3FLQ2EMO,A1UYVA1O1G2UJP,Rejected,Fri Oct 21 21:49:08 PDT 2016,Fri Oct 21 21:49:54 PDT 2016,Sun Oct 23 21:49:54 PDT 2016,,Sat Oct 22 11:46:00 PDT 2016,The format of your answer is wrong,46,0% (0/2),0% (0/2),0% (0/2),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,1|4|5|3|5|5,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3HRMW88U17RJG42MVQKPQM1BRRPM0B,A1MZ9HW20WMEG6,Approved,Sat Oct 22 11:53:30 PDT 2016,Sat Oct 22 11:54:28 PDT 2016,Mon Oct 24 11:54:28 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,58,100% (18/18),100% (18/18),100% (18/18),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,10111|4|5|4|5|4,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,35DR22AR5ELQR80NSK4H31FG15I3XS,AF1MN25P3XFLG,Approved,Fri Oct 21 17:34:51 PDT 2016,Fri Oct 21 17:36:42 PDT 2016,Sun Oct 23 17:36:42 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,111,84% (16/19),84% (16/19),84% (16/19),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,10011|3|4|4|4|4,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3180JW2OT5DSA3I2PZD9RP5L45B5JH,A1RV5A8RH1T47O,Approved,Sat Oct 22 12:33:38 PDT 2016,Sat Oct 22 12:36:02 PDT 2016,Mon Oct 24 12:36:02 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,144,100% (10/10),100% (10/10),100% (10/10),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,10010|3|3|3|4|3,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3AQF3RZ559J8O5WKBSWT4XRT7RV6FH,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 20:04:40 PDT 2016,Fri Oct 21 20:07:36 PDT 2016,Sun Oct 23 20:07:36 PDT 2016,,Sat Oct 22 11:46:00 PDT 2016,The format of your answer is wrong,176,0% (0/17),0% (0/17),0% (0/17),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,1|3|4|4|4|3,,
3IZVJEBJ6BLC72PQM2LYI5BPYURZ6Z,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:00 PDT 2016,,,3NG53N1RLWK7JW42IAPW051OFUKP85,A317RA15E0SZ4P,Approved,Sat Oct 22 12:48:37 PDT 2016,Sat Oct 22 12:53:01 PDT 2016,Mon Oct 24 12:53:01 PDT 2016,Sat Oct 22 13:34:38 PDT 2016,,,264,100% (3/3),100% (3/3),100% (3/3),USR: In what country is Angkor Wat?,SYS:Cambodia,USR:How many monuments are there in Angkor Wat?,"SYS:Sorry, no one has told me how many monuments there are in Angkor Wat.",USR:How long did it take to build the temples?,SYS:half of a century,USR: Which is the largest temple at Angkor ?,SYS:Angkor Wat,USR:How many people visit Angkor Wat annually?,SYS:2.3 million,Suggested answer:,(1)In what country is Angkor Wat?,Answer:Cambodia,(2)How many monuments are there in Angkor Wat?,Answer:100,(3)How long did it take to build the temples?,Answer:About 500 years,(4)Which is the largest temple at Angkor Wat?,Answer:Angkor Wat,(5) How many people visit Angkor Wat annually?,Answer:more than 1 million,,,,,10011|3|5|3|4|4,,
31S7M7DAGHRY4BJY3E2IL0S53TVLTE,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:17 PDT 2016,,,37Z929RLGA9NU8CIDP4LM62MGPZTSX,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 19:52:31 PDT 2016,Fri Oct 21 19:53:22 PDT 2016,Sun Oct 23 19:53:22 PDT 2016,,Sat Oct 22 11:45:55 PDT 2016,The format of your answer is wrong,51,0% (0/18),0% (0/18),0% (0/18),USR:On what date did Harriet Miers withdraws nomination to Supreme Court?,SYS:11/3/2005,USR:Whose place would she have taken on the Supreme Court?,SYS:Justice O Conner,USR:Who nominated Miers for the post?,SYS:Bush,USR:What criterion did this person cite in nominating her?,SYS:religious beliefs,USR:How old is Harriet Miers?,SYS:She was 60 on 2005,Suggested Answer:,(1)On what date did Harriet Miers withdraws nomination to Supreme Court?,Answer: OCTOBER 3 2005,(2) Who nominated her?,Answer: President Bush,(3)Whose place would Harriet Mier have taken on the Supreme Court?,Answer: Justice Sandra Day O'Connor(4) What criterion did this person cite in nominating Miers?,Answer: Religion,(5) How old is Harriet Miers?,Answer:71,,,,,,01111|yes|yes|yes|yes|yes,,
